FIPS,County,State,Sector,Submarket,Submarket Description,Market,Market Description,VISN,VISN Description,SAS Format,BY16 Sector,Change Indicator,
16015,Boise,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16015' = '20-f-9-A',20-f-9-A,No Change,
16023,Butte,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16023' = '20-f-9-A',20-f-9-A,No Change,
16025,Camas,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16025' = '20-f-9-A',20-f-9-A,No Change,
16027,Canyon,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16027' = '20-f-9-A',20-f-9-A,No Change,
16031,Cassia,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16031' = '20-f-9-A',20-f-9-A,No Change,
16037,Custer,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16037' = '20-f-9-A',20-f-9-A,No Change,
16039,Elmore,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16039' = '20-f-9-A',20-f-9-A,No Change,
16045,Gem,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16045' = '20-f-9-A',20-f-9-A,No Change,
16047,Gooding,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16047' = '20-f-9-A',20-f-9-A,No Change,
16053,Jerome,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16053' = '20-f-9-A',20-f-9-A,No Change,
16059,Lemhi,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16059' = '20-f-9-A',20-f-9-A,No Change,
16063,Lincoln,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16063' = '20-f-9-A',20-f-9-A,No Change,
16067,Minidoka,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16067' = '20-f-9-A',20-f-9-A,No Change,
16073,Owyhee,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16073' = '20-f-9-A',20-f-9-A,No Change,
16075,Payette,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16075' = '20-f-9-A',20-f-9-A,No Change,
16083,Twin Falls,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16083' = '20-f-9-A',20-f-9-A,No Change,
16085,Valley,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16085' = '20-f-9-A',20-f-9-A,No Change,
16087,Washington,IDAHO,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16087' = '20-f-9-A',20-f-9-A,No Change,
41001,Baker,OREGON,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'41001' = '20-f-9-A',20-f-9-A,No Change,
41023,Grant,OREGON,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'41023' = '20-f-9-A',20-f-9-A,No Change,
41025,Harney,OREGON,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'41025' = '20-f-9-A',20-f-9-A,No Change,
41045,Malheur,OREGON,20-f-9-A,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'41045' = '20-f-9-A',20-f-9-A,No Change,
16001,Ada,IDAHO,20-f-9-B,20-f-9,V20_Inland_South_Idaho,20-f,V20_Inland_South_Idaho,20,Northwest Network,'16001' = '20-f-9-B',20-f-9-B,No Change,
53053,Pierce,WASHINGTON,20-g-9-A,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53053' = '20-g-9-A',20-g-9-A,No Change,
53033,King,WASHINGTON,20-g-9-B,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53033' = '20-g-9-B',20-g-9-B,No Change,
53009,Clallam,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53009' = '20-g-9-C',20-g-9-C,No Change,
53027,Grays Harbor,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53027' = '20-g-9-C',20-g-9-C,No Change,
53031,Jefferson,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53031' = '20-g-9-C',20-g-9-C,No Change,
53041,Lewis,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53041' = '20-g-9-C',20-g-9-C,No Change,
53045,Mason,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53045' = '20-g-9-C',20-g-9-C,No Change,
53067,Thurston,WASHINGTON,20-g-9-C,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53067' = '20-g-9-C',20-g-9-C,No Change,
53061,Snohomish,WASHINGTON,20-g-9-D,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53061' = '20-g-9-D',20-g-9-D,No Change,
53029,Island,WASHINGTON,20-g-9-E,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53029' = '20-g-9-E',20-g-9-E,No Change,
53055,San Juan,WASHINGTON,20-g-9-E,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53055' = '20-g-9-E',20-g-9-E,No Change,
53057,Skagit,WASHINGTON,20-g-9-E,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53057' = '20-g-9-E',20-g-9-E,No Change,
53073,Whatcom,WASHINGTON,20-g-9-E,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53073' = '20-g-9-E',20-g-9-E,No Change,
53035,Kitsap,WASHINGTON,20-g-9-F,20-g-9,V20_Western_Washington,20-g,V20_Western_Washington,20,Northwest Network,'53035' = '20-g-9-F',20-g-9-F,No Change,
16009,Benewah,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16009' = '20-h-1-A',20-h-1-A,No Change,
16017,Bonner,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16017' = '20-h-1-A',20-h-1-A,No Change,
16021,Boundary,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16021' = '20-h-1-A',20-h-1-A,No Change,
16055,Kootenai,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16055' = '20-h-1-A',20-h-1-A,No Change,
16057,Latah,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16057' = '20-h-1-A',20-h-1-A,No Change,
16079,Shoshone,IDAHO,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'16079' = '20-h-1-A',20-h-1-A,No Change,
30053,Lincoln,MONTANA,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'30053' = '20-h-1-A',20-h-1-A,No Change,
53001,Adams,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53001' = '20-h-1-A',20-h-1-A,No Change,
53007,Chelan,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53007' = '20-h-1-A',20-h-1-A,No Change,
53017,Douglas,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53017' = '20-h-1-A',20-h-1-A,No Change,
53019,Ferry,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53019' = '20-h-1-A',20-h-1-A,No Change,
53025,Grant,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53025' = '20-h-1-A',20-h-1-A,No Change,
53043,Lincoln,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53043' = '20-h-1-A',20-h-1-A,No Change,
53047,Okanogan,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53047' = '20-h-1-A',20-h-1-A,No Change,
53051,Pend Oreille,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53051' = '20-h-1-A',20-h-1-A,No Change,
53065,Stevens,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53065' = '20-h-1-A',20-h-1-A,No Change,
53075,Whitman,WASHINGTON,20-h-1-A,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53075' = '20-h-1-A',20-h-1-A,No Change,
53063,Spokane,WASHINGTON,20-h-1-B,20-h-1,V20_Inland_North_Sub_1,20-h,V20_Inland_North,20,Northwest Network,'53063' = '20-h-1-B',20-h-1-B,No Change,
16035,Clearwater,IDAHO,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'16035' = '20-h-2-A',20-h-2-A,No Change,
16049,Idaho,IDAHO,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'16049' = '20-h-2-A',20-h-2-A,No Change,
16061,Lewis,IDAHO,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'16061' = '20-h-2-A',20-h-2-A,No Change,
16069,Nez Perce,IDAHO,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'16069' = '20-h-2-A',20-h-2-A,No Change,
41049,Morrow,OREGON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'41049' = '20-h-2-A',20-h-2-A,No Change,
41059,Umatilla,OREGON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'41059' = '20-h-2-A',20-h-2-A,No Change,
41061,Union,OREGON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'41061' = '20-h-2-A',20-h-2-A,No Change,
41063,Wallowa,OREGON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'41063' = '20-h-2-A',20-h-2-A,No Change,
53003,Asotin,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53003' = '20-h-2-A',20-h-2-A,No Change,
53005,Benton,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53005' = '20-h-2-A',20-h-2-A,No Change,
53013,Columbia,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53013' = '20-h-2-A',20-h-2-A,No Change,
53021,Franklin,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53021' = '20-h-2-A',20-h-2-A,No Change,
53023,Garfield,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53023' = '20-h-2-A',20-h-2-A,No Change,
53037,Kittitas,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53037' = '20-h-2-A',20-h-2-A,No Change,
53071,Walla Walla,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53071' = '20-h-2-A',20-h-2-A,No Change,
53077,Yakima,WASHINGTON,20-h-2-A,20-h-2,V20_Inland_North_Sub_2,20-h,V20_Inland_North,20,Northwest Network,'53077' = '20-h-2-A',20-h-2-A,No Change,
06085,Santa Clara,CALIFORNIA,21-d-9-A,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06085' = '21-d-9-A',21-d-9-A,No Change,
06053,Monterey,CALIFORNIA,21-d-9-B,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06053' = '21-d-9-B',21-d-9-B,No Change,
06069,San Benito,CALIFORNIA,21-d-9-B,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06069' = '21-d-9-B',21-d-9-B,No Change,
06087,Santa Cruz,CALIFORNIA,21-d-9-B,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06087' = '21-d-9-B',21-d-9-B,No Change,
06009,Calaveras,CALIFORNIA,21-d-9-C,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06009' = '21-d-9-C',21-d-9-C,No Change,
06099,Stanislaus,CALIFORNIA,21-d-9-C,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06099' = '21-d-9-C',21-d-9-C,No Change,
06109,Tuolumne,CALIFORNIA,21-d-9-C,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06109' = '21-d-9-C',21-d-9-C,No Change,
06081,San Mateo,CALIFORNIA,21-d-9-D,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06081' = '21-d-9-D',21-d-9-D,No Change,
06077,San Joaquin,CALIFORNIA,21-d-9-E,21-d-9,V21_South_Coast,21-d,V21_South_Coast,21,Sierra Pacific Network,'06077' = '21-d-9-E',21-d-9-E,No Change,
06061,Placer,CALIFORNIA,21-e-1-A,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06061' = '21-e-1-A',21-e-1-A,No Change,
06035,Lassen,CALIFORNIA,21-e-1-B,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06035' = '21-e-1-B',21-e-1-B,No Change,
06049,Modoc,CALIFORNIA,21-e-1-B,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06049' = '21-e-1-B',21-e-1-B,No Change,
06057,Nevada,CALIFORNIA,21-e-1-B,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06057' = '21-e-1-B',21-e-1-B,No Change,
06063,Plumas,CALIFORNIA,21-e-1-B,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06063' = '21-e-1-B',21-e-1-B,No Change,
06091,Sierra,CALIFORNIA,21-e-1-B,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06091' = '21-e-1-B',21-e-1-B,No Change,
06003,Alpine,CALIFORNIA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06003' = '21-e-1-C',21-e-1-C,No Change,
06051,Mono,CALIFORNIA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'06051' = '21-e-1-C',21-e-1-C,No Change,
32001,Churchill,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32001' = '21-e-1-C',21-e-1-C,No Change,
32005,Douglas,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32005' = '21-e-1-C',21-e-1-C,No Change,
32009,Esmeralda,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32009' = '21-e-1-C',21-e-1-C,No Change,
32011,Eureka,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32011' = '21-e-1-C',21-e-1-C,No Change,
32013,Humboldt,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32013' = '21-e-1-C',21-e-1-C,No Change,
32015,Lander,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32015' = '21-e-1-C',21-e-1-C,No Change,
32019,Lyon,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32019' = '21-e-1-C',21-e-1-C,No Change,
32021,Mineral,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32021' = '21-e-1-C',21-e-1-C,No Change,
32027,Pershing,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32027' = '21-e-1-C',21-e-1-C,No Change,
32029,Storey,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32029' = '21-e-1-C',21-e-1-C,No Change,
32510,Carson City,NEVADA,21-e-1-C,21-e-1,V21_Sierra_Nevada,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32510' = '21-e-1-C',21-e-1-C,No Change,
32031,Washoe,NEVADA,21-e-2-A,21-e-2,V21_Sierra_Nevada_Greater_Reno,21-e,V21_Sierra_Nevada,21,Sierra Pacific Network,'32031' = '21-e-2-A',21-e-2-A,No Change,
06019,Fresno,CALIFORNIA,21-f-9-A,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06019' = '21-f-9-A',21-f-9-A,No Change,
06031,Kings,CALIFORNIA,21-f-9-B,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06031' = '21-f-9-B',21-f-9-B,No Change,
06107,Tulare,CALIFORNIA,21-f-9-B,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06107' = '21-f-9-B',21-f-9-B,No Change,
06039,Madera,CALIFORNIA,21-f-9-C,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06039' = '21-f-9-C',21-f-9-C,No Change,
06043,Mariposa,CALIFORNIA,21-f-9-C,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06043' = '21-f-9-C',21-f-9-C,No Change,
06047,Merced,CALIFORNIA,21-f-9-C,21-f-9,V21_South_Valley,21-f,V21_South_Valley,21,Sierra Pacific Network,'06047' = '21-f-9-C',21-f-9-C,No Change,
06001,Alameda,CALIFORNIA,21-h-9-A,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06001' = '21-h-9-A',21-h-9-A,No Change,
06075,San Francisco,CALIFORNIA,21-h-9-C,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06075' = '21-h-9-C',21-h-9-C,No Change,
06041,Marin,CALIFORNIA,21-h-9-F,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06041' = '21-h-9-F',21-h-9-F,No Change,
06055,Napa,CALIFORNIA,21-h-9-F,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06055' = '21-h-9-F',21-h-9-F,No Change,
06097,Sonoma,CALIFORNIA,21-h-9-F,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06097' = '21-h-9-F',21-h-9-F,No Change,
06023,Humboldt,CALIFORNIA,21-h-9-G,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06023' = '21-h-9-G',21-h-9-G,No Change,
06033,Lake,CALIFORNIA,21-h-9-G,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06033' = '21-h-9-G',21-h-9-G,No Change,
06045,Mendocino,CALIFORNIA,21-h-9-G,21-h-9,V21_North_Coast,21-h,V21_North_Coast,21,Sierra Pacific Network,'06045' = '21-h-9-G',21-h-9-G,No Change,
06067,Sacramento,CALIFORNIA,21-i-6-A,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06067' = '21-i-6-A',21-i-6-A,No Change,
06005,Amador,CALIFORNIA,21-i-6-C,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06005' = '21-i-6-C',21-i-6-C,No Change,
06017,El Dorado,CALIFORNIA,21-i-6-C,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06017' = '21-i-6-C',21-i-6-C,No Change,
06101,Sutter,CALIFORNIA,21-i-6-D,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06101' = '21-i-6-D',21-i-6-D,No Change,
06113,Yolo,CALIFORNIA,21-i-6-D,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06113' = '21-i-6-D',21-i-6-D,No Change,
06115,Yuba,CALIFORNIA,21-i-6-D,21-i-6,V21_Greater_Sacramento,21-i,V21_North_Valley,21,Sierra Pacific Network,'06115' = '21-i-6-D',21-i-6-D,No Change,
06095,Solano,CALIFORNIA,21-i-7-A,21-i-7,V21_Contra_Solano,21-i,V21_North_Valley,21,Sierra Pacific Network,'06095' = '21-i-7-A',21-i-7-A,No Change,
06013,Contra Costa,CALIFORNIA,21-i-7-B,21-i-7,V21_Contra_Solano,21-i,V21_North_Valley,21,Sierra Pacific Network,'06013' = '21-i-7-B',21-i-7-B,No Change,
06089,Shasta,CALIFORNIA,21-i-8-A,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06089' = '21-i-8-A',21-i-8-A,No Change,
06093,Siskiyou,CALIFORNIA,21-i-8-A,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06093' = '21-i-8-A',21-i-8-A,No Change,
06103,Tehama,CALIFORNIA,21-i-8-A,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06103' = '21-i-8-A',21-i-8-A,No Change,
06105,Trinity,CALIFORNIA,21-i-8-A,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06105' = '21-i-8-A',21-i-8-A,No Change,
06007,Butte,CALIFORNIA,21-i-8-B,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06007' = '21-i-8-B',21-i-8-B,No Change,
06011,Colusa,CALIFORNIA,21-i-8-B,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06011' = '21-i-8-B',21-i-8-B,No Change,
06021,Glenn,CALIFORNIA,21-i-8-B,21-i-8,V21_Shasta_Butte,21-i,V21_North_Valley,21,Sierra Pacific Network,'06021' = '21-i-8-B',21-i-8-B,No Change,
60010,Eastern District,American Samoa,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'60010' = '21-k-8-A',21-k-8-A,No Change,
60020,Manu'a District,American Samoa,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'60020' = '21-k-8-A',21-k-8-A,No Change,
60030,Rose Island,American Samoa,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'60030' = '21-k-8-A',21-k-8-A,No Change,
60040,Swains Island,American Samoa,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'60040' = '21-k-8-A',21-k-8-A,No Change,
60050,Western District,American Samoa,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'60050' = '21-k-8-A',21-k-8-A,No Change,
64003,No Applicable County Name,Federated States of Micronesia,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'64003' = '21-k-8-A',21-k-8-A,No Change,
64005,Kosrae,Federated States of Micronesia,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'64005' = '21-k-8-A',21-k-8-A,No Change,
64040,Pohnpei,Federated States of Micronesia,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'64040' = '21-k-8-A',21-k-8-A,No Change,
64050,Truk (Chuuk - 64002 after 1/1/1985),Federated States of Micronesia,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'64050' = '21-k-8-A',21-k-8-A,No Change,
64060,Yap,Federated States of Micronesia,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'64060' = '21-k-8-A',21-k-8-A,No Change,
66000,Guam Non-Specified County,Guam,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'66000' = '21-k-8-A',21-k-8-A,No Change,
66010,Guam,Guam,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'66010' = '21-k-8-A',21-k-8-A,No Change,
68007,Ailinginae,Marshall Islands,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'68007' = '21-k-8-A',21-k-8-A,No Change,
68010,Ailinglaplap,Marshall Islands,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'68010' = '21-k-8-A',21-k-8-A,No Change,
68020,Marshall Islands Non-Specified County,Marshall Islands,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'68020' = '21-k-8-A',21-k-8-A,No Change,
68030,Ailuk,Marshall Islands,21-k-8-A,21-k-8,V21_Other_Pacific_Islands,21-k,V21_Pacific_Islands,21,Sierra Pacific Network,'68030' = '21-k-8-A',21-k-8-A,No Change,
